review_id,product_id,date_id,sentiment_id,review_type_id,cluster_id,rating,review_length
1865904086,MLM1066705967,20250805,2,1,2,5.0,0
1789902516,MLM1066705967,20250805,2,1,2,5.0,0
3034903029,MLM1066705967,20260731,1,1,3,5.0,30
3028679889,MLM1066705967,20260805,1,2,2,5.0,104
3027673620,MLM1066705967,20260805,1,1,2,5.0,20
3009328912,MLM1066705967,20260805,1,1,1,5.0,28
2998296775,MLM1066705967,20260805,1,1,2,5.0,12
3004475142,MLM1066705967,20260805,1,1,2,5.0,35
3001029770,MLM1066705967,20260805,1,2,0,5.0,170
3000658010,MLM1066705967,20260706,1,2,2,5.0,88
2988498643,MLM1066705967,20260706,1,2,0,5.0,190
2979712819,MLM1066705967,20260706,1,1,2,5.0,47
2989427910,MLM1066705967,20260706,1,1,2,4.0,33
2988369580,MLM1066705967,20260706,1,2,1,5.0,51
2963731267,MLM1066705967,20260706,1,3,0,5.0,219
2950031381,MLM1066705967,20260706,1,2,2,5.0,107
2945372643,MLM1066705967,20260706,1,2,3,5.0,53
2943888041,MLM1066705967,20260706,1,2,1,4.0,172
2952619266,MLM1066705967,20260706,1,2,3,5.0,62
2946433596,MLM1066705967,20260606,1,2,2,5.0,151
2926697339,MLM1066705967,20260606,1,1,2,5.0,44
2917815585,MLM1066705967,20260606,1,1,3,5.0,19
2925420748,MLM1066705967,20260606,1,1,2,5.0,10
2917004146,MLM1066705967,20260606,1,2,1,5.0,171
2870501452,MLM1066705967,20260507,1,2,0,5.0,60
2859616767,MLM1066705967,20260507,1,2,0,5.0,192
2858391785,MLM1066705967,20260507,1,2,1,5.0,156
2866360866,MLM1066705967,20260507,1,1,3,5.0,19
2836013566,MLM1066705967,20260507,1,1,0,5.0,30
2806429789,MLM1066705967,20260407,1,1,2,5.0,25
2808452318,MLM1066705967,20260407,1,2,2,5.0,115
2771928690,MLM1066705967,20260308,1,1,2,5.0,49
2752823085,MLM1066705967,20260308,1,1,2,5.0,45
2668761557,MLM1066705967,20260206,1,2,1,5.0,50
2628354999,MLM1066705967,20260107,1,2,2,5.0,99
2632585748,MLM1066705967,20260107,1,2,2,5.0,51
2607584041,MLM1066705967,20260107,1,1,1,5.0,33
2603621965,MLM1066705967,20260107,1,1,3,5.0,48
2604739792,MLM1066705967,20260107,1,1,2,5.0,14
2598414198,MLM1066705967,20260107,1,1,2,5.0,6
2597714896,MLM1066705967,20260107,1,2,2,5.0,65
2592777710,MLM1066705967,20260107,1,1,2,5.0,11
